ID,Birdname,Species,Sex,Birthday,Uncertainty,Cage,Father,Mother,Date of death,Cause of death,Comment,Reserved
1349,r20p-s17o,ZF,f,2007-03-07,5,,s17o,s8k-p11k,2007-07-24,Given away,Given away to Johanna,0
1108,p15p-r11,ZF,m,2007-03-12,3,,red11,purple16,2007-07-23,Given away,given to johanna,0
1118,p16p-r11,ZF,m,2007-03-12,3,,red11,purple16,2008-09-08,End of Exp.,,0
1138,p18p-r11,ZF,m,2007-03-12,3,,red11,purple16,2007-07-23,Given away,given to johanna,0
1735,s7p-r14,ZF,f,2007-03-12,3,,red14,r10o-o4k,2007-07-24,Given away,Given away to Johanna,0
1739,s8p-r14,ZF,m,2007-03-12,3,,red14,r12o-o4k,2007-07-23,End of Exp.,,0
1744,s9p-r14,ZF,m,2007-03-12,3,,red14,r12o-o4k,2007-07-26,End of Exp.,,0
1303,r17p-s19o,ZF,f,2007-03-13,1,,s19o,green10,2007-11-01,Given away,Given away to Johanna,0
1696,s18p-y7o,ZF,f,2007-03-13,0,,y7o-r16,r11o-o4k,2007-07-24,Given away,Given away to Johanna,0
1700,s19p-y7o,ZF,f,2007-03-13,0,,y7o-r16,r11o-o4k,2007-07-24,Given away,Given away to Johanna,0
1726,s5p,ZF,u,2007-03-13,0,,,,2007-04-23,NE,found in M5 but most likely from M5B.,0
1709,s20p-s3k,ZF,m,2007-03-19,2,,s3k-y8,k9k-ch900,2007-08-14,End of Exp.,,0
1731,s6p-s3k,ZF,m,2007-03-19,2,,s3k-y8,k9k-ch900,2007-06-14,End of Exp.,,0
9,b10br-b3k,ZF,f,2007-03-24,5,,b3k,green9,2009-06-25,NE,"not in KU 01.11.2007. Not found, presumed dead. (-janie, 25.june.2009)",0
206,b7br-b3k,ZF,f,2007-03-24,5,FJ7,b3k,green9,,,,0
218,b8br-b3k,ZF,f,2007-03-24,5,,b3k,green9,2007-07-24,Given away,Given away to Johanna,0
1146,p19p-b3k,ZF,m,2007-03-24,5,,b3k,green9,2007-06-27,End of Exp.,,0
1165,p20p-b3k,ZF,m,2007-03-24,5,,b3k,green9,2007-11-01,Given away,Given away to Johanna,0
832,o11p-p20,ZF,f,2007-03-26,1,,purple20,purple13,2008-03-07,End of Exp.,"Killed by Claude because she crazily attacked all the family (tutor, and children).",0
1244,p9o,ZF,m,2007-03-28,0,,,,2007-04-06,End of Exp.,"From KM, but found no record in database, since all the ""p9o*"" were dead for exp. I set his birthday as the day I find him. Apparently he is an adult. -Claude. (Reserved by Claude for Richard) -",0
132,b1r1,ZF,m,2007-03-29,5,,silverblack,blue3,2007-08-31,End of Exp.,,0
153,b2r1,ZF,m,2007-03-29,5,,silverblack,blue3,2007-11-14,NE,malformed feet. Could no longer grasp branches.,0
506,g1p-sb,ZF,m,2007-03-29,5,,silverblack,blue3,2007-08-09,Surgery,,0
527,g2p-sb,ZF,m,2007-03-29,5,,silverblack,blue3,2007-07-25,End of Exp.,,0
538,g3p-sb,ZF,m,2007-03-29,5,,silverblack,blue3,2007-06-25,End of Exp.,,0
1615,r8br-sb,ZF,f,2007-03-29,5,,silverblack,blue3,2007-11-01,Given away,Given away to Johanna,0
1085,p13p-p14k,ZF,f,2007-03-31,2,,p14k-p2,purple8,2007-07-24,Given away,Given away to Johanna,0
1129,p17p-p14k,ZF,m,2007-03-31,2,,p14k-p2,purple8,2007-09-03,End of Exp.,,0
10,b10br-y16p,ZF,f,2007-04-02,3,,y16p-s2,o12o-r12k,2007-07-24,Given away,Given away to Johanna,0
550,g4p-y16p,ZF,m,2007-04-02,3,,y16p-s2,o12o-r12k,2009-06-25,NE,"did not find bird during KM/KO search. Claude. Not found, presumed dead. (-janie, 25.june.2009)",0
1357,r2r6,ZF,m,2007-04-04,4,,s14k-r16,p3o-sb,2008-11-30,End of Exp.,dead?,0
1358,r2r7,ZF,m,2007-04-04,4,,s14k-r16,p3o-sb,2008-02-27,Perished,,0
1405,r3r8,ZF,m,2007-04-04,4,,s14k-r16,p3o-sb,2008-08-20,End of Exp.,,0
381,dJU6a,ZF,u,2007-04-11,3,,o20o-ch900,r12o-o4k,2007-05-08,NE,Moritz: was baddly picked by father - separated from parents.,0
934,o1o2,ZF,f,2007-04-11,3,,red16,g18k-y6,2007-07-24,Given away,Given away to Johanna,0
968,o3o15,ZF,m,2007-04-11,3,,red16,g18k-y6,2008-02-26,Surgery,,0
993,o5o6,ZF,m,2007-04-11,3,,red16,g18k-y6,2007-08-14,End of Exp.,,0
1354,r2r3,ZF,m,2007-04-11,3,,goldch900,purple17,2008-07-21,End of Exp.,,0
1355,r2r4,ZF,f,2007-04-11,3,,goldch900,purple17,2007-07-24,Given away,Given away to Johanna,0
1356,r2r5,ZF,m,2007-04-11,3,,goldch900,purple17,2008-06-26,End of Exp.,,0
830,o11o12,ZF,m,2007-04-12,4,,b8o-p11k,r2b-o3,2007-08-10,End of Exp.,,0
855,o13o14,ZF,m,2007-04-12,4,,b8o-p11k,r2b-o3,2007-08-17,End of Exp.,,0
1015,o7o8,ZF,f,2007-04-12,4,,b8o-p11k,r2b-o3,2007-07-24,Given away,Given away to Johanna,0
1039,o9o10,ZF,f,2007-04-12,4,,b8o-p11k,r2b-o3,2008-08-21,NE,euthanized,0
166,b3r1,ZF,m,2007-04-14,3,,o4k-p2,green13,2007-04-14,End of Exp.,,0
176,b4r1,ZF,m,2007-04-14,3,,o4k-p2,green13,2007-07-18,End of Exp.,,0
187,b5r1,ZF,m,2007-04-14,3,,o4k-p2,green13,2007-09-18,End of Exp.,,0
1263,r10br-o4k,ZF,f,2007-04-14,3,,o4k-p2,green13,2008-08-21,NE,euthanized,0
1705,s1s11-g13p,ZF,f,2007-04-21,5,,g13p-purple20,s13p-yellow8,2007-07-24,Given away,Given away to Johanna,0
1719,s3s13-gF13p,ZF,f,2007-04-21,5,,g13p-purple20,s13p-yellow8,2007-07-26,End of Exp.,,0
1724,s4s14-g13p,ZF,f,2007-04-21,5,,g13p-purple20,s13p-yellow8,2007-07-24,Given away,Given away to Johanna,0
1732,s6s16-g13p,ZF,f,2007-04-21,5,,g13p-purple20,s13p-yellow8,2007-07-24,Given away,Given away to Johanna,0
1736,s7s17-g13p,ZF,f,2007-04-21,5,,g13p-purple20,s13p-yellow8,2007-07-24,Given away,Given away to Johanna,0
1714,s2s12-sg8,ZF,f,2007-04-22,1,,silvergreen8,silver1,2008-06-09,Given away,Given away to Johanna on 09.06.08,0
1827,y1y6-s3k,ZF,f,2007-04-23,4,,s3k-y8,k9k-ch900,2007-07-24,Given away,Given away to Johanna,0
1832,y2y7-s3k,ZF,m,2007-04-23,4,,s3k-y8,k9k-ch900,2009-06-25,NE,"did not find bird during KM/KO search. Claude. Not found, presumed dead. (-janie, 25.june.2009).",0
1835,y3y8-s3k,ZF,f,2007-04-23,4,,s3k-y8,k9k-ch900,2007-07-24,Given away,Given away to Johanna,0
1839,y4y9-s3k,ZF,m,2007-04-23,4,,s3k-y8,k9k-ch900,2009-06-25,NE,"did not find bird during KM/KO search. Claude. Not found, presumed dead. (-janie, 25.june.2009).",0
1842,y5y10-s3k,ZF,m,2007-04-23,4,,s3k-y8,k9k-ch900,2008-09-24,End of Exp.,lost y5 ring! Reserved by Janie,0
1670,s10s20-y7o,ZF,m,2007-04-25,5,,y7o-r16,r11o-o4k,2007-08-07,End of Exp.,,0
1727,s5s15-y7o,ZF,u,2007-04-25,5,,y7o-r16,r11o-o4k,2007-09-28,End of Exp.,,0
1741,s8s18-y7o,ZF,m,2007-04-25,5,,y7o-r16,r11o-o4k,2007-07-23,,given to johanna,0
1746,s9s19-y7o,ZF,f,2007-04-25,5,,y7o-r16,r11o-o4k,2007-07-24,Given away,Given away to Johanna,0
1541,r6r9,ZF,f,2007-04-26,1,,s20o-yellow20,b4p-red11,2007-07-24,Given away,"partly albino, Given away to Johanna",0
1579,r7r10,ZF,m,2007-04-26,1,,s20o-yellow20,b4p-red11,2007-11-01,Given away,Given away to Johanna,0
1580,r7r11,ZF,f,2007-04-26,1,,s20o-yellow20,b4p-red11,2007-07-24,Given away,Given away to Johanna,0
1497,r5r19,ZF,m,2007-04-27,7,,silver15,p6k-y8,2007-08-27,End of Exp.,,0
1538,r6r20,ZF,f,2007-04-27,7,,silver15,p6k-y8,2007-07-24,Given away,Given away to Johanna,0
1539,r6r7,ZF,f,2007-04-27,7,,silver15,p6k-y8,2007-07-24,Given away,Given away to Johanna,0
1540,r6r8,ZF,m,2007-04-27,7,,silver15,p6k-y8,2007-07-23,Given away,given to johanna,0
1330,r1s7,ZF,m,2007-05-02,3,,g1o-g14k,g15p-purple20,2008-06-12,End of Exp.,,0
1331,r1s8,ZF,m,2007-05-02,3,,g1o-g14k,g15p-purple20,2008-07-17,End of Exp.,,0
1332,r1s9,ZF,f,2007-05-02,3,,g1o-g14k,g15p-purple20,2007-07-24,Given away,Given away to Johanna,0
1314,r1s10,ZF,m,2007-05-09,0,,purple20,purple13,2007-12-05,End of Exp.,,0
1450,r4r13,ZF,f,2007-05-09,4,,p14k-p2,purple8,2007-07-24,Given away,Given away to Johanna,0
1451,r4r14,ZF,f,2007-05-09,4,,p14k-p2,purple8,2007-07-24,Given away,Given away to Johanna,0
1452,r4r15,ZF,f,2007-05-09,4,,p14k-p2,purple8,2007-07-17,End of Exp.,,0
1494,r5r16,ZF,m,2007-05-09,4,,p14k-p2,purple8,2008-05-28,End of Exp.,,0
1495,r5r17,ZF,f,2007-05-09,4,,p14k-p2,purple8,2007-07-24,Given away,Given away to Johanna,0
1496,r5r18,ZF,m,2007-05-09,4,,p14k-p2,purple8,2007-10-19,End of Exp.,,0
1328,r1s5,ZF,f,2007-05-18,2,,y16p-s2,o12o-r12k,2007-07-24,Given away,Given away to Johanna,0
1329,r1s6,ZF,m,2007-05-18,2,,y16p-s2,o12o-r12k,2007-09-21,End of Exp.,Bird immobile and very fluffy 1 day after surgery. 2nd Day after surgery bird still show strong apatie and weakness. Unable to eat and move.  Probably fatal infection. Euthanasie.,0
1313,r1s1,ZF,f,2007-05-20,0,,b13g-red11,s11p-yellow8,2007-07-24,Given away,Given away to Johanna,0
1315,r1s11,ZF,m,2007-05-20,1,,o4k-p2,green13,2007-07-20,End of Exp.,,0
1316,r1s12,ZF,m,2007-05-20,1,,o4k-p2,green13,2007-07-20,End of Exp.,,0
1317,r1s13,ZF,m,2007-05-20,1,,o4k-p2,green13,2007-08-16,End of Exp.,,0
1322,r1s18,ZF,f,2007-05-20,1,,o4k-p2,green13,2007-07-24,Given away,Given away to Johanna,0
1323,r1s19,ZF,f,2007-05-20,1,,o4k-p2,green13,2007-07-24,Given away,Given away to Johanna,0
1324,r1s2,ZF,m,2007-05-20,0,,b13g-red11,s11p-yellow8,2007-09-19,End of Exp.,,0
1325,r1s20,ZF,m,2007-05-20,1,,o4k-p2,green13,2007-09-25,End of Exp.,,0
1326,r1s3,ZF,f,2007-05-20,0,,b13g-red11,s11p-yellow8,2007-07-24,Given away,Given away to Johanna,0
1327,r1s4,ZF,f,2007-05-20,0,,b13g-red11,s11p-yellow8,2007-07-24,Given away,Given away to Johanna,0
1403,r3r10,ZF,m,2007-05-20,1,,r3p-r19o,r16o-r11,2007-10-01,End of Exp.,,0
1404,r3r11,ZF,m,2007-05-20,1,,r3p-r19o,r16o-r11,2007-11-20,End of Exp.,,0
1406,r3r9,ZF,f,2007-05-20,1,,r3p-r19o,r16o-r11,2007-07-24,Given away,Given away to Johanna,0
1449,r4r12,ZF,f,2007-05-20,1,,r3p-r19o,r16o-r11,2007-07-24,Given away,Given away to Johanna,0
238,basdfa,ZF,u,2007-05-27,3,,goldch900,purple17,,,,0
352,DJsubsong,ZF,m,2007-05-27,3,,goldch900,purple17,2007-07-17,End of Exp.,,0
1333,r1y10,ZF,m,2007-05-27,3,,goldch900,purple17,2007-10-07,End of Exp.,,0
1334,r1y11,ZF,f,2007-05-27,3,,goldch900,purple17,2007-11-01,Given away,Given away to Johanna,0
1335,r1y12,ZF,m,2007-05-27,3,,goldch900,purple17,2008-10-01,End of Exp.,missing - propably found in KO.,0
1336,r1y13,ZF,f,2007-05-27,3,,goldch900,purple17,2007-11-01,Given away,Given away to Johanna,0
1337,r1y14,ZF,m,2007-05-27,3,,goldch900,purple17,2008-04-01,End of Exp.,,0
1338,r1y15,ZF,f,2007-05-27,3,,goldch900,purple17,2007-11-01,Given away,Given away to Johanna,0
1345,r1y7,ZF,f,2007-05-27,3,,b8o-p11k,r2b-o3,2007-11-01,Given away,Given away to Johanna,0
1346,r1y8,ZF,f,2007-05-27,3,,b8o-p11k,r2b-o3,2008-08-21,NE,euthanized,0
1347,r1y9,ZF,m,2007-05-27,3,,b8o-p11k,r2b-o3,2007-10-04,End of Exp.,,0
1344,r1y6,ZF,m,2007-05-29,4,,o20o-ch900,r12o-o4k,2007-10-03,Given away,This bird is reserved for acute experiment by Richard and Aymeric ---  Bird lost,0
1841,y5r1,ZF,f,2007-05-29,4,,o20o-ch900,r12o-o4k,2007-11-01,Given away,Given away to Johanna,0
222,b8r1,ZF,f,2007-06-01,2,,red14,red2,2008-06-09,Given away,Given away to Johanna on 09.06.08,0
1318,r1s14,ZF,m,2007-06-01,3,,red16,g18k-y6,2008-07-15,End of Exp.,died because of massive bleeding while inserting field L electrodes,0
1319,r1s15,ZF,f,2007-06-01,3,,red16,g18k-y6,2007-11-01,Given away,Given away to Johanna,0
1320,r1s16,ZF,m,2007-06-01,3,,red16,g18k-y6,2007-10-29,End of Exp.,,0
1321,r1s17,ZF,m,2007-06-01,3,,red16,g18k-y6,2008-02-26,End of Exp.,,0
199,b6r1,ZF,f,2007-06-03,4,,s3k-y8,k9k-ch900,2007-11-01,Given away,Given away to Johanna,0
209,b7r1,ZF,m,2007-06-03,4,,s3k-y8,k9k-ch900,2007-12-10,End of Exp.,,0
734,k1r1-s3k,ZF,m,2007-06-03,4,,s3k-y8,k9k-ch900,2007-07-19,End of Exp.,,0
1342,r1y19,ZF,m,2007-06-03,4,,s3k-y8,k9k-ch900,2008-03-23,End of Exp.,,0
1343,r1y20,ZF,m,2007-06-03,4,,s3k-y8,k9k-ch900,2007-11-15,End of Exp.,Natively lack of 3 toes.,0
1826,y1r1,ZF,f,2007-06-06,2,,s2b-y8,r8p-s19o,2007-11-01,Given away,Given away to Johanna,0
1831,y2r1,ZF,f,2007-06-06,2,,s2b-y8,r8p-s19o,2007-11-01,Given away,Given away to Johanna,0
1834,y3r1,ZF,f,2007-06-06,2,,s2b-y8,r8p-s19o,2007-11-01,Given away,Given away to Johanna,0
1838,y4r1,ZF,f,2007-06-06,2,,s2b-y8,r8p-s19o,2007-08-22,End of Exp.,,0
14,b10r1,ZF,m,2007-06-07,1,,y7o-r16,r11o-o4k,2007-12-17,End of Exp.,,0
108,b18r1,ZF,f,2007-06-07,1,,y7o-r16,r11o-o4k,2007-10-25,End of Exp.,,0
96,b17r1,ZF,m,2007-06-08,3,,yellow20,blue2,2007-10-09,End of Exp.,,0
120,b19r1,ZF,f,2007-06-08,3,,yellow20,blue2,2007-11-01,Given away,Given away to Johanna,0
144,b20r1,ZF,m,2007-06-08,3,,yellow20,blue2,2008-09-20,End of Exp.,Reserved for Janie,0
232,b9r1,ZF,f,2007-06-08,3,,yellow20,blue2,2007-11-01,Given away,Given away to Johanna,0
3,a4-yellow1,ZF,m,2007-06-11,3,,yellow1,green12,2007-07-25,End of Exp.,,0
4,a5-yellow1,ZF,m,2007-06-11,3,,yellow1,green12,2007-07-30,End of Exp.,,0
353,DJsubsong2,ZF,m,2007-06-11,3,,yellow1,green12,2007-07-28,Perished,,0
368,dJU3Bd,ZF,u,2007-06-11,4,,b11o-p11k,g9b-o4k,2007-07-06,NE,,0
1007,o6r1,ZF,f,2007-06-11,3,,yellow1,green12,2007-11-01,Given away,Given away to Johanna,0
1339,r1y16,ZF,f,2007-06-11,4,,b11o-p11k,g9b-o4k,2008-08-21,NE,euthanized,0
1340,r1y17,ZF,f,2007-06-11,4,,b11o-p11k,g9b-o4k,2009-03-20,NE,,0
1341,r1y18,ZF,m,2007-06-11,4,,b11o-p11k,g9b-o4k,,,missing,0
376,dJU4b,ZF,u,2007-06-25,3,,p14k-p2,purple8,2007-07-06,NE,,0
971,o3r1,ZF,m,2007-06-25,1,,p11k-ch900,b20o-ch900,2007-11-14,End of Exp.,tracer exp. Moritz,0
983,o4r1,ZF,m,2007-06-25,1,,p11k-ch900,b20o-ch900,2007-11-19,End of Exp.,Perfusion for Tokuyasu method. No surgery,0
996,o5r1,ZF,m,2007-06-25,1,,p11k-ch900,b20o-ch900,2007-10-05,End of Exp.,,0
1018,o7r1,ZF,m,2007-06-25,3,,p14k-p2,purple8,2008-05-15,End of Exp.,,0
25,b11r1,ZF,f,2007-06-30,1,,r3p-r19o,r16o-r11,2007-11-01,Given away,Given away to Johanna,0
36,b12r1,ZF,m,2007-06-30,1,,r3p-r19o,r16o-r11,2007-09-04,Perished,Bird was found dead in cage. Inspection of the body showed no particuliar signs of illness or agression. Natural death presumed.,0
360,dJU2Bc,ZF,u,2007-06-30,1,,r3p-r19o,r16o-r11,2007-07-06,NE,,0
5,a6-r12p,ZF,u,2007-07-01,3,,r12p-y7o,o8p-y8,2007-08-21,End of Exp.,,0
426,g13r1,ZF,f,2007-07-01,7,,orange3,r9p-s19o,2007-11-01,Given away,Given away to Johanna,0
437,g14r1,ZF,m,2007-07-01,7,,orange3,r9p-s19o,2007-09-24,End of Exp.,,0
448,g15r1,ZF,m,2007-07-01,7,,orange3,r9p-s19o,2007-10-18,End of Exp.,,0
460,g16r1,ZF,m,2007-07-01,7,,orange3,r9p-s19o,2007-10-15,End of Exp.,,0
472,g17r1,ZF,f,2007-07-01,7,,orange3,r9p-s19o,2007-11-01,Given away,Given away to Johanna,0
484,g18r1,ZF,m,2007-07-01,7,,orange3,r9p-s19o,2007-12-26,End of Exp.,,0
893,o16r1,ZF,m,2007-07-01,3,,r12p-y7o,o8p-y8,2007-11-01,Given away,Given away to Johanna,0
905,o17r1,ZF,f,2007-07-01,3,,r12p-y7o,o8p-y8,2007-11-01,Given away,Given away to Johanna,0
914,o18r1,ZF,m,2007-07-01,3,,r12p-y7o,o8p-y8,2008-05-02,End of Exp.,,0
310,dJM3c,ZF,u,2007-07-04,3,,y16p-s2,o12o-r12k,2007-07-04,NE,,0
312,dJM3e,ZF,u,2007-07-04,3,,y16p-s2,o12o-r12k,2007-07-04,NE,,0
858,o13r1,ZF,f,2007-07-04,3,,b13g-red11,s11p-yellow8,2007-11-01,Given away,Given away to Johanna,0
870,o14r1,ZF,f,2007-07-04,3,,b13g-red11,s11p-yellow8,2007-11-01,Given away,Given away to Johanna,0
881,o15r1,ZF,f,2007-07-04,3,,b13g-red11,s11p-yellow8,2007-11-01,Given away,Given away to Johanna,0
937,o1r1,ZF,m,2007-07-04,3,M4,y16p-s2,o12o-r12k,,,,0
959,o2r1,ZF,m,2007-07-04,3,,y16p-s2,o12o-r12k,2007-08-16,End of Exp.,,0
819,o10r1,ZF,m,2007-07-07,5,,red11,p3o-sb,2008-05-08,End of Exp.,,0
833,o11r1,ZF,m,2007-07-07,5,,red11,p3o-sb,2008-08-27,End of Exp.,"Song recording, but bird never sang",0
845,o12r1,ZF,f,2007-07-07,5,,red11,p3o-sb,2007-11-01,Given away,Given away to Johanna,0
1030,o8r1,ZF,f,2007-07-07,5,,red11,p3o-sb,2007-09-21,End of Exp.,,0
1042,o9r1,ZF,f,2007-07-07,5,,red11,p3o-sb,2007-11-01,Given away,Given away to Johanna,0
6,a7-o20o,ZF,m,2007-07-15,2,,o20o-ch900,r12o-o4k,2007-08-22,End of Exp.,,0
950,o20r1,ZF,f,2007-07-15,2,,o20o-ch900,r12o-o4k,2007-11-01,Given away,Given away to Johanna,0
59,b14r1,ZF,m,2007-07-17,5,,red16,g18k-y6,2007-11-23,End of Exp.,,0
72,b15r1,ZF,f,2007-07-17,5,,red16,g18k-y6,2007-11-01,Given away,Given away to Johanna,0
85,b16r1,ZF,m,2007-07-17,5,,red16,g18k-y6,2008-03-09,Perished,"Attacked by his ex-wife ""o11p-p20"". Now with a new wife ""p10r2"". But when he sang to p10r2, there was only beak movement without song. So I put another tutor ""g12r2"" together with them (07.03.2008). Unfortunately this bird was killed by the new comers. (10.03.2008). Claude.",0
495,g19r1,ZF,f,2007-07-17,5,,red16,g18k-y6,2007-11-01,Given away,Given away to Johanna,0
1184,p3r1,ZF,m,2007-07-17,3,,g1o-g14k,g15p-purple20,2008-01-15,End of Exp.,,0
1224,p7r1,ZF,f,2007-07-17,3,,g1o-g14k,g15p-purple20,2007-11-01,Given away,Given away to Johanna,0
1235,p8r1,ZF,f,2007-07-17,3,,g1o-g14k,g15p-purple20,2007-11-01,Given away,Given away to Johanna,0
1247,p9r1,ZF,m,2007-07-17,3,,g1o-g14k,g15p-purple20,2008-06-19,End of Exp.,,0
395,g10r1,ZF,m,2007-07-18,5,,s17o,green10,2007-10-26,End of Exp.,,0
405,g11r1,ZF,f,2007-07-18,5,,s17o,green10,2007-11-01,Given away,Given away to Johanna,0
416,g12r1,ZF,m,2007-07-18,5,,s17o,green10,2007-10-23,End of Exp.,,0
925,o19r1,ZF,m,2007-07-18,5,,s17o,green10,2008-06-19,End of Exp.,,0
378,dJU5b,ZF,u,2007-07-20,0,,s2b-y8,r8p-s19o,,,,0
1205,p5r1,ZF,f,2007-07-30,1,,yellow20,blue2,2007-11-01,Given away,Given away to Johanna,0
1216,p6r1,ZF,f,2007-07-30,1,,yellow20,blue2,2007-11-01,Given away,Given away to Johanna,0
518,g20r1,ZF,f,2007-08-04,1,,silvergreen8,green16,2007-11-01,Given away,Given away to Johanna,0
1156,p1r1,ZF,m,2007-08-04,1,,silvergreen8,green16,2008-01-23,End of Exp.,,0
1174,p2r1,ZF,m,2007-08-04,1,,silvergreen8,green16,2008-04-16,End of Exp.,,0
1194,p4r1,ZF,m,2007-08-04,1,,silvergreen8,green16,2008-07-11,End of Exp.,,0
939,o1r2,ZF,m,2007-08-05,1,,o4k-p2,green13,2007-11-15,End of Exp.,,0
1130,p17r1,ZF,f,2007-08-05,1,,r3p-r19o,r16o-r11,2007-10-25,End of Exp.,,0
1139,p18r1,ZF,m,2007-08-05,1,,r3p-r19o,r16o-r11,,,missing,0
1147,p19r1,ZF,f,2007-08-05,1,,r3p-r19o,r16o-r11,2008-06-09,Given away,Given away to Johanna on 09.06.08,0
1166,p20r1,ZF,m,2007-08-05,1,,o4k-p2,green13,2007-11-01,Given away,Given away to Johanna,0
683,k12r1,ZF,m,2007-08-09,3,,y16p-s2,o12o-r12k,2007-12-11,Surgery,,0
690,k13r1,ZF,m,2007-08-09,3,,y16p-s2,o12o-r12k,,,missing,0
697,k14r1,ZF,m,2007-08-09,3,,y16p-s2,o12o-r12k,2008-02-26,End of Exp.,,0
703,k15r1,ZF,m,2007-08-09,3,,y16p-s2,o12o-r12k,2007-11-01,Given away,Given away to Johanna,0
710,k16r1,ZF,m,2007-08-09,3,,y16p-s2,o12o-r12k,2007-11-01,Given away,Given away to Johanna,0
717,k17r1,ZF,m,2007-08-09,2,,p11k-ch900,b20o-ch900,2007-11-16,End of Exp.,,0
723,k18r1,ZF,m,2007-08-09,2,,p11k-ch900,b20o-ch900,2009-06-25,NE,"Not found, presumed dead. (-janie, 25.june.2009)",0
748,k2r1,ZF,m,2007-08-09,4,,g8r1,b7br-b3k,2008-04-23,End of Exp.,,0
758,k3r1,ZF,m,2007-08-09,4,,g8r1,b7br-b3k,2008-01-07,End of Exp.,,0
766,k4r1,ZF,m,2007-08-09,4,,g8r1,b7br-b3k,2008-10-22,End of Exp.,"Very nice song. Use for Breeding! - Sorry, there is no other bird phd +/-300 around for the RAexperiment Aymeric",0
775,k5r1,ZF,m,2007-08-09,4,,g8r1,b7br-b3k,2008-01-10,End of Exp.,,0
784,k6r1,ZF,f,2007-08-09,4,,g8r1,b7br-b3k,2007-11-01,Given away,Given away to Johanna,0
790,k7r1,ZF,m,2007-08-09,4,,g8r1,b7br-b3k,2008-09-01,End of Exp.,,0
670,k10r1,ZF,m,2007-08-14,3,,b13g-red11,s11p-yellow8,2007-12-18,End of Exp.,,0
798,k8r1,ZF,f,2007-08-14,3,,b13g-red11,s11p-yellow8,2008-08-21,NE,euthanized,0
806,k9r1,ZF,f,2007-08-14,3,,b13g-red11,s11p-yellow8,2007-11-01,Given away,Given away to Johanna,0
134,b1r2,ZF,m,2007-08-17,5,,s2b-y8,r8p-s19o,2008-06-25,End of Exp.,,0
155,b2r2,ZF,f,2007-08-17,5,,s2b-y8,r8p-s19o,2007-11-01,Given away,Given away to Johanna,0
178,b4r2,ZF,m,2007-08-17,5,,s2b-y8,r8p-s19o,2008-05-26,End of Exp.,,0
189,b5r2,ZF,m,2007-08-17,5,,s2b-y8,r8p-s19o,,,missing,0
233,b9r2,ZF,f,2007-08-17,5,,s2b-y8,r8p-s19o,2007-11-01,Given away,Given away to Johanna,0
677,k11r1,ZF,m,2007-08-17,0,,s20o-yellow20,p19k-o3,2008-02-20,End of Exp.,,0
961,o2r2,ZF,f,2007-08-17,3,,r12p-y7o,o8p-y8,2007-11-01,Given away,Given away to Johanna,0
973,o3r2,ZF,f,2007-08-17,3,,r12p-y7o,o8p-y8,2007-11-01,Given away,Given away to Johanna,0
985,o4r2,ZF,m,2007-08-17,3,,r12p-y7o,o9p-y8,,,missing,0
998,o5r2,ZF,f,2007-08-17,3,,r12p-y7o,o8p-y8,2007-11-01,Given away,Given away to Johanna,0
1065,p11r1,ZF,m,2007-08-17,7,,red11,p3o-sb,2007-12-03,End of Exp.,,0
1076,p12r1,ZF,m,2007-08-17,7,,red11,p3o-sb,2008-07-27,NE,found dead in cage,0
1086,p13r1,ZF,f,2007-08-17,7,,red11,p3o-sb,2007-11-01,Given away,Given away to Johanna,0
1098,p14r1,ZF,f,2007-08-17,7,,red11,p3o-sb,2007-11-01,Given away,Given away to Johanna,0
1109,p15r1,ZF,m,2007-08-17,7,,red11,p3o-sb,2008-01-22,End of Exp.,,0
1119,p16r1,ZF,m,2007-08-17,7,,red11,p3o-sb,2008-06-09,End of Exp.,,0
728,k19r1,ZF,f,2007-08-27,2,,y7o-r16,purple16,2007-11-01,Given away,Given away to Johanna,0
742,k20r1,ZF,f,2007-08-27,2,,y7o-r16,purple16,2007-11-01,Given away,Given away to Johanna,0
1055,p10r1,ZF,f,2007-08-27,2,,y7o-r16,purple16,2007-11-01,Given away,Given away to Johanna,0
375,dJU3k,ZF,u,2007-08-28,0,,s17o,green10,2007-09-20,NE,,0
1008,o6r2,ZF,m,2007-08-28,0,,red16,g18k-y6,2007-11-01,Given away,Given away to Johanna,0
821,o10r2,ZF,m,2007-08-29,8,,s17o,green10,2008-02-26,End of Exp.,,0
835,o11r2,ZF,m,2007-08-29,8,,s17o,green10,2008-06-09,Given away,Given away to Johanna on 09.06.08,0
847,o12r2,ZF,f,2007-08-29,8,,s17o,green10,2007-11-01,Given away,Given away to Johanna,0
1020,o7r2,ZF,u,2007-08-29,8,,s17o,green10,2007-11-01,Given away,Given away to Johanna,0
1032,o8r2,ZF,f,2007-08-29,8,,s17o,green10,2007-11-01,Given away,Given away to Johanna,0
1043,o9r2,ZF,m,2007-08-29,8,,s17o,green10,2007-11-01,Given away,Given away to Johanna,0
16,b10r2,ZF,f,2007-09-01,5,,yellow1,green12,2008-08-21,NE,euthanized,0
27,b11r2,ZF,f,2007-09-01,5,,yellow1,green12,2009-03-20,NE,,0
38,b12r2,ZF,f,2007-09-01,5,,yellow1,green12,2008-08-21,NE,"euthanized, not found in ZZ-O on 09.06.08",0
927,o19r2,ZF,m,2007-09-01,5,,yellow1,green12,2008-10-06,End of Exp.,,0
