Birdname;Species;Sex;Birthday;Uncertainty;Cage;Father;Mother;Date of death;Cause of death;Comment;Reserved
g1r8;ZF;F;06.04.2009;1;;r5y15;r5s2;29.05.2009;NE;;FALSE
g20o-ch900;ZF;M;23.03.2006;0;;goldch900;silver1;27.01.2007;End of Exp.;Sleep most of time after bilateral lesion.;FALSE
g20p-s17o;ZF;F;08.12.2006;0;;s17o;s8k-p11k;16.02.2007;Given away;Given Away to Marianne;FALSE
g20r1;ZF;F;04.08.2007;1;;silvergreen8;green16;01.11.2007;Given away;Given away to Johanna;FALSE
g20r10;ZF;F;26.08.2009;1;;b14r3;r6s13;12.11.2009;End of Exp.;;FALSE
g20r2;ZF;F;27.10.2007;5;;b8o-p11k;s13p-yellow8;09.06.2008;Given away;Given away to Johanna on 09.06.08;FALSE
g20r3;ZF;M;09.03.2008;3;;yellow10;o9o10;19.07.2008;End of Exp.;;FALSE
g20r5;ZF;M;17.06.2008;2;;k7r1;r14w-silver17;16.06.2009;End of Exp.;;FALSE
g20r6;ZF;F;23.11.2008;3;KU;p17r2;b13r4;;;9.11.2009 (AK): didn't find bird in KU;FALSE
g20r7;ZF;M;20.12.2008;7;;p2r5;r2y1;26.05.2009;End of Exp.;;FALSE
g20r8;ZF;M;30.04.2009;0;;;;22.11.2009;End of Exp.;Bought from Qualipet on 31 Aug. 2009. Estimated age.;FALSE
g2o-r16;ZF;M;15.05.2006;2;;red16;green12;19.06.2006;End of Exp.;;FALSE
g2p-sb;ZF;M;29.03.2007;5;;silverblack;blue3;25.07.2007;End of Exp.;;FALSE
g2r1;ZF;M;;0;;;;12.01.2009;NE;bought from Qualipet Glattzentrum on 17.07.07. Georg. Strangled himself on a piece of string in cage.;FALSE
g2r10;ZF;M;29.08.2009;4;;r7p1;p13r5;04.12.2009;;used to be JU1d;FALSE
g2r11;ZF;M;08.11.2009;1;KM;o8r8;k5r2;;;;FALSE
g2r2;ZF;F;05.10.2007;4;;g3r1;purple8;09.06.2008;Given away;Given away to Johanna on 09.06.08;FALSE
g2r3;ZF;F;11.02.2008;3;;g5r1;purple13;09.06.2008;Given away;Given away to Johanna on 09.06.08;FALSE
g2r4;ZF;F;10.04.2008;5;;o1r1;r7g-yellow8;21.08.2008;NE;euthanized;FALSE
g2r5;ZF;F;23.07.2008;2;A-UR;r3s3;k12r2;;;;FALSE
g2r6;ZF;F;16.11.2008;2;KU;k2r2;p9r2;;;9.11.2009 (AK): didn't find bird in KU;FALSE
g2r7;ZF;M;27.12.2008;6;;r5y19;o19r5;12.03.2009;End of Exp.;;FALSE
g2r8;ZF;M;27.03.2009;3;;g4r6;r6s4;07.09.2009;End of Exp.;;FALSE
g3o-r11;ZF;M;19.05.2006;0;;red11;purple8;18.10.2006;End of Exp.;no sleep bursts;FALSE
g3p-sb;ZF;M;29.03.2007;5;;silverblack;blue3;25.06.2007;End of Exp.;;FALSE
g3r1;ZF;M;;0;;;;25.06.2009;NE;bought from Qualipet Glattzentrum on 17.07.07. Georg. missing since 3.7.08 (If you find this bird, please don't use it and let Claude know ASAP. Thanks. 16.06.2009). Not found, presumed dead. (-janie, 25.june.2009);FALSE
g3r10;ZF;M;29.08.2009;4;R7;r7p1;p13r5;;;Isolated as juvenile. Has v simple song (recorded).;FALSE
g3r11;ZF;F;18.11.2009;1;KU;o13r8;b4r7;;;;FALSE
g3r2;ZF;M;05.10.2007;4;;g3r1;purple8;09.06.2008;Given away;Given away to Johanna on 09.06.08;FALSE
g3r3;ZF;M;11.02.2008;3;;g5r1;purple13;09.06.2008;End of Exp.;;FALSE
g3r4;ZF;M;10.04.2008;5;;o1r1;r7g-yellow8;28.07.2008;End of Exp.;;FALSE
g3r5;BF;;19.07.2008;5;A;v-v10;K-K-K209-15;;;;FALSE
g3r6;ZF;F;16.11.2008;3;;y7o-r16;b20o-ch900;;;cage F, wtf?! Bird missing;FALSE
g3r7;ZF;M;27.12.2008;0;;r5y19;o19r5;12.03.2009;End of Exp.;;FALSE
g3r8;ZF;F;28.03.2009;3;;r5y10;b15r6;;;bird is missing on june 15, 2009;FALSE
g4k;ZF;F;19.08.2005;0;;;;01.11.2007;Given away;Given away to Johanna;FALSE
g4o-r11;ZF;F;19.05.2006;0;;red11;purple8;06.10.2006;NE;;FALSE
g4p-y16p;ZF;M;02.04.2007;3;;y16p-s2;o12o-r12k;25.06.2009;NE;did not find bird during KM/KO search. Claude. Not found, presumed dead. (-janie, 25.june.2009);FALSE
g4r1;ZF;M;;0;;;;27.02.2009;End of Exp.;bought from Qualipet Glattzentrum on 17.07.07. Georg.;FALSE
g4r10;ZF;M;21.09.2009;1;KO;r6s5;o6r7;;;;FALSE
g4r2;ZF;F;05.10.2007;4;;g3r1;purple8;09.06.2008;Given away;Given away to Johanna on 09.06.08;FALSE
g4r3;ZF;M;11.02.2008;3;;g5r1;purple13;19.05.2008;End of Exp.;;FALSE
g4r4;ZF;M;13.05.2008;5;;p14k-p2;blue2;25.09.2008;End of Exp.;Reserved for Janie;FALSE
g4r5;BF;M;19.07.2008;4;R8;v-v10;K-K-K209-15;;;;FALSE
g4r6;ZF;M;16.11.2008;4;;y7o-r16;b20o-ch900;12.07.2009;End of Exp.;;FALSE
g4r7;ZF;F;27.12.2008;0;A-UR;r5y19;o19r5;;;;FALSE
g4r8;ZF;F;27.03.2009;3;;g4r6;r6s4;22.08.2009;NE;;FALSE
g5k;ZF;F;22.08.2005;0;;;;23.07.2007;End of Exp.;;FALSE
g5o-p20;ZF;F;30.06.2006;0;;purple20;purple13;17.11.2006;NE;as compagnion;FALSE
g5p-s19o;ZF;F;21.11.2006;2;;s19o;green10;19.01.2007;End of Exp.;White bird.;FALSE
g5r1;ZF;M;;0;;;;22.07.2008;End of Exp.;;FALSE
g5r10;ZF;M;21.09.2009;1;KM;r6s5;o6r7;;;;FALSE
g5r2;ZF;M;05.10.2007;4;;g3r1;purple8;07.03.2008;End of Exp.;;FALSE
g5r3;ZF;F;11.02.2008;3;;g5r1;purple13;09.06.2008;Given away;Given away to Johanna on 09.06.08;FALSE
g5r4;ZF;M;13.05.2008;5;;p14k-p2;blue2;25.08.2008;End of Exp.;;FALSE
g5r5;BF;;19.07.2008;0;A;v-v10;K-K-K209-15;;;;FALSE
g5r6;ZF;F;16.11.2008;3;;y7o-r16;b20o-ch900;20.03.2009;NE;;FALSE
g5r7;ZF;M;08.01.2009;0;;r5y11;r5s13;16.03.2009;End of Exp.;;FALSE
g5r8;ZF;F;28.03.2009;3;;r6y10;b15r6;28.07.2009;NE;;FALSE
g6k-b12;ZF;F;05.10.2005;0;;;;16.02.2007;Given away;Given Away to Marianne;FALSE
g6o-r12k;ZF;M;02.06.2006;0;;r12k-ch900;g4k;23.10.2006;End of Exp.;;FALSE
g6p-s19o;ZF;F;21.11.2006;2;;s19o;green10;16.02.2007;Given away;White bird.  Given Away to Marianne;FALSE
g6r1;ZF;M;;0;;;;17.01.2009;End of Exp.;bought from Qualipet Glattzentrum on 17.07.07. Georg.;FALSE
g6r10;ZF;F;01.09.2009;3;;b10r7;b15r6;17.11.2009;End of Exp.;;FALSE
g6r2;ZF;F;28.09.2007;2;;b13g-red11;s11p-yellow8;09.06.2008;Given away;Given away to Johanna on 09.06.08;FALSE
g6r3;ZF;M;11.02.2008;3;;g5r1;purple13;24.09.2008;End of Exp.;;FALSE
g6r4;ZF;M;13.05.2008;5;;p14k-p2;blue2;20.08.2008;End of Exp.;;FALSE
g6r5;ZF;M;30.07.2008;7;;b7r3;p20r3;28.10.2008;Perished;Age uncertain!! Probably up to 10 days correct.;FALSE
g6r5-x;ZF;F;15.05.2008;0;;;;;;Left behind by Sandra. Has GFP injection in Area X, bird is missing on june 15, 2009;FALSE
g6r6;ZF;M;16.11.2008;3;;b11r5;g18k-y6;02.06.2009;End of Exp.;;FALSE
g6r7;ZF;F;06.01.2009;4;;red11;b7br-b3k;20.03.2009;NE;;FALSE
g7o-r12k;ZF;M;02.06.2006;0;;r12k-ch900;g4k;06.11.2006;End of Exp.;;FALSE
g7p-s19o;ZF;F;21.11.2006;2;;s19o;green10;16.02.2007;Given away;White bird. Given Away to Marianne;FALSE
g7r1;ZF;M;;0;;;;03.12.2008;End of Exp.;bought from Qualipet Glattzentrum on 17.07.07. Georg.;FALSE
g7r10;ZF;F;01.09.2009;3;;b10r7;b15r6;;;;FALSE
g7r2;ZF;F;28.09.2007;2;;b13g-red11;s11p-yellow8;21.08.2008;NE;euthanized. Not found in ZZ-M on 09.06.08;FALSE
g7r3;ZF;F;12.02.2008;5;;o20o;r16o-r11;09.06.2008;Given away;Given away to Johanna on 09.06.08;FALSE
g7r4;ZF;F;04.05.2008;5;;yellow10;o9o10;21.08.2008;NE;euthanized;FALSE
g7r5;ZF;F;19.07.2008;0;;o19r2;r2s20;20.03.2009;NE;;FALSE
g7r6;ZF;F;16.11.2008;3;;b11r5;g18k-y6;20.03.2009;NE;;FALSE
g7r7;ZF;F;06.01.2009;4;;red11;b7br-b3k;20.03.2009;NE;;FALSE
g7r8;ZF;;28.03.2009;3;;r6y10;b15r6;09.06.2009;End of Exp.;Reserved for Patrick;FALSE
g8b-o4k;ZF;M;22.09.2006;0;;o4k-p2;green13;05.12.2006;End of Exp.;;FALSE
g8o*;ZF;;22.12.2006;2;;y13k-s17;purple5;05.02.2007;End of Exp.;;FALSE
g8o-r12k;ZF;M;02.06.2006;0;;r12k-ch900;g4k;14.12.2006;End of Exp.;;FALSE
g8r1;ZF;M;;0;U5;;;;;Janie. Bought from Qualipet Glattzentrum on 17.07.07. No r1 ring.;TRUE
g8r10;ZF;M;01.09.2009;3;KM;b10r7;b15r6;;;;FALSE
g8r2;ZF;M;28.09.2007;2;;b13g-red11;s11p-yellow8;08.10.2008;End of Exp.;;FALSE
g8r3;ZF;M;12.02.2008;5;;o20o;r16o-r11;16.09.2008;Surgery;;FALSE
g8r4;ZF;;23.05.2008;1;;r3p-r19o;s11p-yellow8;07.07.2008;End of Exp.;;FALSE
g8r5;ZF;M;07.07.2008;7;R5;g8r1;k10r2;;;possibly 10 days of uncertainty - slipped through into next cage. Bilateral cochlear Removed. Reserved by Claude.;FALSE
g8r6;ZF;M;16.11.2008;3;;b11r5;g18k-y6;02.06.2009;End of Exp.;;FALSE
g8r7;ZF;M;06.01.2009;4;;red11;b7br-b3k;29.03.2009;End of Exp.;;FALSE
g9b-o4k;ZF;F;22.09.2006;0;;o4k-p2;green13;01.11.2007;Given away;Given away to Johanna;FALSE
g9o-r12k;ZF;M;02.06.2006;0;;r12k-ch900;g4k;08.12.2006;End of Exp.;;FALSE
g9r1;ZF;M;;0;;;;27.01.2009;End of Exp.;bought from Qualipet Glattzentrum on 17.07.07. Georg.;FALSE
g9r10;ZF;M;19.08.2009;3;;r011;o8r5;27.11.2009;End of Exp.;Died under anestesia.;FALSE
g9r2;ZF;M;28.09.2007;2;;b13g-red11;s11p-yellow8;;;;FALSE
g9r3;ZF;F;12.02.2008;5;;o20o;r16o-r11;16.06.2008;End of Exp.;;FALSE
g9r4;ZF;M;04.05.2008;5;;yellow10;o9o10;15.08.2008;End of Exp.;;FALSE
g9r5;ZF;F;07.07.2008;7;;g8r1;k10r2;26.09.2008;End of Exp.;possibly 10 days of uncertainty - slipped through into next cage;FALSE
g9r6;ZF;;16.11.2008;3;;y7o-r16;b20o-ch900;14.07.2009;End of Exp.;Found in KM on 20 June 2009 . Was previously marked as NE on 22.01.2009. - Janie;FALSE
g9r7;ZF;F;06.01.2009;4;;red11;b7br-b3k;;;bird is missing on june 15, 2009;FALSE
gg10r7;ZF;F;06.01.2009;4;;red11;b7br-b3k;20.03.2009;NE;"""gg"" is not typo. Somebody also rang ""g10r7"" for a male. So I rename this brid as ""gg10r7"". Claude 05.03.2009";FALSE
goldch900;ZF;M;;0;;;;11.01.2008;NE;luxation on right leg.;FALSE
green10;ZF;F;;0;;;;20.03.2009;NE;;FALSE
green12;ZF;F;;0;;;;09.06.2008;Given away;Given away to Johanna on 09.06.08;FALSE
green13;ZF;F;;0;;;;25.06.2009;NE;not in U1 - missing. Not found, presumed dead. (-janie, 25.june.2009);FALSE
green14;ZF;F;19.05.2005;0;;;;12.05.2006;NE;;FALSE
green16;ZF;F;19.05.2005;0;;;;20.03.2009;NE;;FALSE
green3;ZF;F;;1;;;;16.06.2006;NE;"white  -> abgegeben an Z""uchter";FALSE
green4;ZF;M;;0;;;;03.11.2009;NE;Had surgery.;FALSE
green9;ZF;F;30.12.2004;0;;;;10.07.2007;End of Exp.;;FALSE
G-TT69-73;BF;M;01.01.2007;0;A;;;;;crappy song!;FALSE
g-v12;BF;F;01.01.2007;0;?;;;;;Not found in cage A on 25 Aug., 2009 - Janie.;FALSE
J;ZF;;;0;;;;;;;FALSE
J2M2a;ZF;;30.11.2009;5;2M2;k8r2;o7r5;;;;FALSE
J2M2b;ZF;;30.11.2009;5;2M2;k8r2;o7r5;;;;FALSE
J2M2Bb;ZF;;12.12.2008;3;;p4r5;o1r5;25.06.2009;NE;bird missing, could not find it in cage 2M2B on 6.2.2009, michael. Not found, presumed dead. (-janie, 25.june.2009);FALSE
J2M2c;ZF;;30.11.2009;5;2M2;k8r2;o7r5;;;;FALSE
J2M2d;ZF;;30.11.2009;5;2M2;k8r2;o7r5;;;;FALSE
J2M3a;ZF;;24.01.2010;2;2M3;b14r3;r8s7;;;;FALSE
J2M3b;ZF;;24.01.2010;2;2M3;b14r3;r8s7;;;;FALSE
J2M3c;ZF;;24.01.2010;2;2M3;b14r3;r8s7;;;;FALSE
J2M4a;ZF;;28.12.2009;1;2M4;o1r1;g15r8;;;;FALSE
J2M4b;ZF;;28.12.2009;1;2M4;o1r1;g15r8;;;;FALSE
J2O1a;ZF;;10.01.2010;0;2O1;k13r2;o2r5;;;;FALSE
J2O3a;ZF;;21.12.2009;5;2O3;o8r10;o15r8;;;;FALSE
J2O3b;ZF;;21.12.2009;5;2O3;o8r10;o15r8;;;;FALSE
J2O3c;ZF;;21.12.2009;5;2O3;o8r10;o15r8;;;;FALSE
J2O3d;ZF;;21.12.2009;5;2O3;o8r10;o15r8;;;;FALSE
J2O3e;ZF;;21.12.2009;5;2O3;o8r10;o15r8;;;;FALSE
J2O3f;ZF;;21.12.2009;5;2O3;o8r10;o15r8;;;;FALSE
J2O4a;ZF;;06.12.2009;3;2O4;p10r8;b11r8;;;;FALSE
J2O4b;ZF;;06.12.2009;3;2O4;p10r8;b11r8;;;;FALSE
J2O4c;ZF;;06.12.2009;3;2O4;p10r8;b11r8;;;;FALSE
J2U1a;ZF;;24.01.2010;3;2U1;r5y14;r7y1;;;;FALSE
J2U1b;ZF;;24.01.2010;3;2U1;r5y14;r7y1;;;;FALSE
J2U1c;ZF;;24.01.2010;3;2U1;r5y14;r7y1;;;;FALSE
J2U1d;ZF;;24.01.2010;3;2U1;r5y14;r7y1;;;;FALSE
J2U2a;ZF;;24.01.2010;1;2U2;p7r8k;k10r7;;;;FALSE
J2U2b;ZF;;24.01.2010;1;2U2;p7r8k;k10r7;;;;FALSE
J2U3a;ZF;;07.01.2010;1;2U3;r10s5;r10s17;;;;FALSE
J2U3b;ZF;;07.01.2010;1;2U3;r10s5;r10s17;;;;FALSE
JM3a;ZF;;21.12.2009;2;M3;o5r10;r8y20;;;;FALSE
JM3b;ZF;;21.12.2009;2;M3;o5r10;r8y20;;;;FALSE
JM4a;ZF;;26.12.2009;4;M4;o4r10;k15r8;;;;FALSE
JM4b;ZF;;26.12.2009;4;M4;o4r10;k15r8;;;;FALSE
JM4c;ZF;;26.12.2009;4;M4;o4r10;k15r8;;;;FALSE
JM4d;ZF;;26.12.2009;7;M4;o4r10;k15r8;;;;FALSE
JM6a;ZF;;31.12.2009;7;M6;k17r8;r6s13;;;;FALSE
JM6b;ZF;;31.12.2009;7;M6;k17r8;r6s13;;;;FALSE
JM6c;ZF;;31.12.2009;7;M6;k17r8;r6s13;;;;FALSE
JM6d;ZF;;31.12.2009;7;M6;k17r8;r6s13;;;;FALSE
JM6e;ZF;;31.12.2009;7;M6;k17r8;r6s13;;;;FALSE
JM6f;ZF;;31.12.2009;7;M6;k17r8;r6s13;;;;FALSE
JM6g;ZF;;31.12.2009;7;M6;k17r8;r6s13;;;;FALSE
JO2a;ZF;;21.12.2009;1;O2;o1r10;o8r5;;;;FALSE
JO2b;ZF;;21.12.2009;1;O2;o1r10;o8r5;;;;FALSE
JO6a;ZF;;14.12.2009;0;O6;o12r10;p18r8;;;;FALSE
JO7a;ZF;;27.12.2009;1;O7;purple050;r8p-s19o;;;;FALSE
JO7b;ZF;;27.12.2009;1;O7;purple050;r8p-s19o;;;;FALSE
JU1a;ZF;;11.01.2010;4;U1;p5r3;r8s8;;;;FALSE
JU1b;ZF;;11.01.2010;4;U1;p5r3;r8s8;;;;FALSE
JU1c;ZF;;11.01.2010;4;U1;p5r3;r8s8;;;;FALSE
JU3a;ZF;;24.01.2010;4;E11;o7r10;b5r7;;;;FALSE
JU3b;ZF;;24.01.2010;4;E11;o7r10;b5r7;;;;FALSE
JU3c;ZF;;24.01.2010;4;E11;o7r10;b5r7;;;;FALSE
JU3d;ZF;;24.01.2010;4;E11;o7r10;b5r7;;;;FALSE
JU3e;ZF;;24.01.2010;4;E11;o7r10;b5r7;;;;FALSE
JU6a;ZF;;26.12.2009;6;U6;p15r8;r2y1;;;;FALSE
JU6b;ZF;;26.12.2009;6;U6;p15r8;r2y1;;;;FALSE
JU6c;ZF;;26.12.2009;6;U6;p15r8;r2y1;;;;FALSE
JU6d;ZF;;26.12.2009;6;U6;p15r8;r2y1;;;;FALSE
JU6e;ZF;;26.12.2009;6;U6;p15r8;r2y1;;;;FALSE
JU6f;ZF;;26.12.2009;6;U6;p15r8;r2y1;;;;FALSE
JU6g;ZF;;26.12.2009;6;U6;p15r8;r2y1;;;;FALSE
juvM3Bb;ZF;;04.05.2008;5;;yellow10;o9o10;19.06.2008;End of Exp.;;FALSE
juvM6a;ZF;M;19.04.2008;5;;silver15;o8p-y8;18.06.2007;End of Exp.;Not successful (misimplant) - burned for histology.;FALSE
juvO2a;ZF;;05.05.2008;5;;k7r1;r14w-silver17;26.06.2008;End of Exp.;;FALSE
k10k-p11k;ZF;F;03.03.2006;0;;p11k-ch900;g16k;21.08.2008;NE;euthanized. Offered Bird to employee Franco Patituci Tel 50376?? Came back;FALSE
k10r1;ZF;M;14.08.2007;3;;b13g-red11;s11p-yellow8;18.12.2007;End of Exp.;;FALSE
k10r10;ZF;F;11.11.2009;4;FJ6;r5y15;o12r3;;;isolated female. Alessandro;TRUE
k10r2;ZF;F;17.11.2007;4;O1;g5r1;purple13;;;Found in ZZ on 22 Feb 2009;FALSE
k10r3;ZF;M;09.02.2008;3;;o18r1;b10r2;04.07.2008;End of Exp.;;FALSE
k10r5;ZF;M;17.06.2008;2;;o20o;r16o-r11;24.09.2008;Surgery;;FALSE
k10r7;ZF;F;13.03.2009;3;2U2;b9r5;o8p-y8;;;;FALSE
k10r8;ZF;M;21.08.2009;4;KM;k13r2;o2r5;;;Was isolated as juvenile. Has i.Impaired song. Use at your own risk.;FALSE
k11k-p11k;ZF;F;03.03.2006;0;;p11k-ch900;g16k;16.02.2007;Given away;Given Away to Marianne;FALSE
k11r1;ZF;M;17.08.2007;0;;s20o-yellow20;p19k-o3;20.02.2008;End of Exp.;;FALSE
k11r10;ZF;M;11.11.2009;4;E6;r5y15;o12r3;;;Resereved Alexei till 20.12.2009;FALSE
k11r2;ZF;F;17.11.2007;4;;g5r1;purple13;09.06.2008;Given away;Given away to Johanna on 09.06.08;FALSE
k11r5;ZF;M;17.06.2008;2;;o20o;r16o-r11;13.10.2008;End of Exp.;;FALSE
k11r6;ZF;M;18.11.2008;3;;b14r5;g7r5;25.02.2009;End of Exp.;;FALSE
k11r7;ZF;M;17.03.2009;4;;s17o;r7g-yellow8;26.05.2009;End of Exp.;;FALSE
k11r8;ZF;M;04.08.2009;5;;p3r6;r5y18;14.01.2010;End of Exp.;;TRUE
k12r1;ZF;M;09.08.2007;3;;y16p-s2;o12o-r12k;11.12.2007;Surgery;;FALSE
k12r10;ZF;F;11.11.2009;4;FJ6;r5y15;o12r3;;;isolated female. Alessandro;TRUE
k12r2;ZF;F;05.12.2007;0;;silvergreen8;green16;09.01.2009;NE;;FALSE
k12r3;ZF;F;12.03.2008;3;;silver15;o8p-y8;21.08.2008;NE;euthanized;FALSE
k12r5;ZF;M;23.07.2008;8;;b7r3;p20r3;14.10.2008;End of Exp.;;FALSE
k12r6;ZF;M;18.11.2008;3;;b14r5;g7r5;02.06.2009;End of Exp.;;FALSE
k12r8;ZF;F;04.08.2009;5;;p3r6;r5y18;06.11.2009;NE;;FALSE
k13k-r16;ZF;M;03.04.2006;5;;red16;green12;24.06.2006;End of Exp.;;FALSE
k13r1;ZF;M;09.08.2007;3;;y16p-s2;o12o-r12k;;;missing;FALSE
k13r10;ZF;F;11.11.2009;4;FJ6;r5y15;o12r3;;;isolated female. Alessandro;TRUE
k13r2;ZF;M;22.11.2007;0;2O1;b16r1;o11p-p20;;;Breeder.;TRUE
k13r3;ZF;M;12.03.2008;3;;silver15;o8p-y8;12.09.2008;End of Exp.;;FALSE
k13r5;ZF;F;23.07.2008;8;;b7r3;p20r3;22.10.2008;End of Exp.;;FALSE
k13r6;ZF;F;18.11.2008;3;;b14r5;g7r5;20.03.2009;NE;;FALSE
k13r8;ZF;F;04.08.2009;5;;p3r6;r5y18;06.11.2009;NE;;FALSE
k14k-sb;ZF;M;03.04.2006;0;;silverblack;purple17;17.11.2006;NE;Bird broke leg.;FALSE
k14r1;ZF;M;09.08.2007;3;;y16p-s2;o12o-r12k;26.02.2008;End of Exp.;;FALSE
k14r10;ZF;F;11.11.2009;4;FJ6;r5y15;o12r3;;;isolated female. Alessandro;TRUE
k14r3;ZF;F;12.03.2008;3;;silver15;o8p-y8;21.08.2008;NE;euthanized;FALSE
k14r5;ZF;F;23.07.2008;8;;b7r3;p20r3;04.11.2008;End of Exp.;;FALSE
k14r6;ZF;F;30.11.2008;5;;b10r3;b11r2;03.09.2009;End of Exp.;;FALSE
k14r8;ZF;M;04.08.2009;5;KM;p3r6;r5y18;;;Moritz;TRUE
k15k-g14k;ZF;F;26.03.2006;0;;g14k;orange16;25.05.2006;NE;Killed due to her white color.;FALSE
k15r1;ZF;M;09.08.2007;3;;y16p-s2;o12o-r12k;01.11.2007;Given away;Given away to Johanna;FALSE
k15r2;ZF;M;07.11.2007;4;;g4r1;r2b-o3;04.02.2008;End of Exp.;;FALSE
k15r4;ZF;M;12.03.2008;3;;silver15;o8p-y8;12.06.2008;End of Exp.;;FALSE
k15r5;ZF;F;23.07.2008;8;;b7r3;p20r3;06.11.2008;End of Exp.;;FALSE
k15r6;ZF;M;29.11.2008;5;;b10r3;b11r2;29.01.2009;Surgery;;FALSE
k15r8;ZF;F;04.08.2009;5;M4;p3r6;r5y18;;;;FALSE
k16k-p20;ZF;F;19.03.2006;0;;purple20;purple13;16.06.2006;NE;"don't know the sex. If you know, please transfer.         --> abgegeben an Z""uchter";FALSE
k16r1;ZF;M;09.08.2007;3;;y16p-s2;o12o-r12k;01.11.2007;Given away;Given away to Johanna;FALSE
k16r2;ZF;M;07.11.2007;4;;g4r1;r2b-o3;09.06.2008;Given away;Given away to Johanna on 09.06.08;FALSE
k16r4;ZF;F;23.07.2008;8;;b7r3;p20r3;23.03.2009;NE;;FALSE
k16r5;ZF;M;18.09.2008;4;;b11r3;o8r3;01.06.2009;End of Exp.;;FALSE
k16r6;ZF;M;29.11.2008;5;;b10r3;b11r2;07.02.2009;End of Exp.;;FALSE
k16r8;ZF;M;07.08.2009;3;;r5y14;r7y1;10.12.2009;End of Exp.;"Moritz & Daniele; bird doesn't sing -> great for Mo&Da";TRUE
k17k-g14k;ZF;F;26.03.2006;0;;g14k;orange16;25.05.2006;NE;Killed due to her white color.;FALSE
k17r1;ZF;M;09.08.2007;2;;p11k-ch900;b20o-ch900;16.11.2007;End of Exp.;;FALSE
k17r2;ZF;F;07.11.2007;4;;g4r1;r2b-o3;14.02.2008;End of Exp.;;FALSE
k17r4;ZF;M;28.01.2008;1;;p14k-p2;blue2;25.06.2008;End of Exp.;;FALSE
k17r6;BF;;27.11.2008;0;A;v-v10;K-K-K209-15;;;;FALSE
k17r8;ZF;M;07.08.2009;3;M6;r5y14;r7y1;;;bird did not sing nice song in ISO, michael;FALSE
k18k-r11;ZF;M;03.04.2006;0;;red11;purple8;04.01.2007;End of Exp.;;FALSE
k18r1;ZF;M;09.08.2007;2;;p11k-ch900;b20o-ch900;25.06.2009;NE;Not found, presumed dead. (-janie, 25.june.2009);FALSE
k18r2;ZF;F;07.11.2007;4;;g4r1;r2b-o3;12.02.2008;End of Exp.;;FALSE
k18r4;ZF;M;28.01.2008;0;;p14k-p2;blue2;10.07.2008;End of Exp.;;FALSE
k18r8;ZF;F;07.08.2009;3;;r5y14;r7y1;06.11.2009;NE;;FALSE
k19k-g14k;ZF;M;01.04.2006;0;;g14k;orange16;13.03.2007;End of Exp.;;FALSE
k19r1;ZF;F;27.08.2007;2;;y7o-r16;purple16;01.11.2007;Given away;Given away to Johanna;FALSE
k19r2;ZF;F;06.11.2007;1;;g4r1;r2b-o3;09.06.2008;Given away;Given away to Johanna on 09.06.08;FALSE
k19r4;ZF;F;;0;;;;21.08.2008;NE;euthanized, Bird from U4 without any records in database. Claude 29.04.2008. -- There is another female bird k19r4 in the database!! Michael 21.8.2008;FALSE
k19r4-b;ZF;F;17.06.2008;2;;o20o;r16o-r11;21.08.2008;NE;euthanized, There is another female bird k19r4 in the database .. - Michael 21.8.2008;FALSE
k19r8;ZF;F;29.08.2009;4;FJ7;r7p1;p13r5;;;isolated female. Alessandro;TRUE
k1r10;ZF;F;18.09.2009;3;KU;o4r8;p5r7;;;white bird - getting pecked;FALSE
k1r1-s3k;ZF;M;03.06.2007;4;;s3k-y8;k9k-ch900;19.07.2007;End of Exp.;;FALSE
k1r3;ZF;F;13.02.2008;4;;g9r1;b4p-red11;09.06.2008;Given away;Given away to Johanna on 09.06.08;FALSE
k1r4;ZF;F;10.06.2008;6;;b11r3;k5r2;21.08.2008;NE;euthanized;FALSE
k1r5;ZF;F;24.09.2008;2;;g2r1;r16o-r11;25.06.2009;NE;Can't find in ZZ on 22 Feb 2009 (Janie). Not found, presumed dead. (-janie, 25.june.2009);FALSE
k1r6;ZF;F;29.10.2008;7;;s3k-y8;p10r2;09.01.2009;NE;;FALSE
k1r7;ZF;;21.04.2009;2;;b8p-s14k;p2r6;17.07.2009;NE;bird was isolated as juvenile, Alexei, 16.06.2009. This bird has an abnormal song system - USE in experiments AT YOUR OWN RISK!!!;FALSE
k1r8;ZF;M;01.08.2009;4;R1;b7r7;r6s10;;;;TRUE
k20k-sg8;ZF;M;03.03.2006;0;;silvergreen8;purple5;06.06.2006;End of Exp.;;FALSE
k20r1;ZF;F;27.08.2007;2;;y7o-r16;purple16;01.11.2007;Given away;Given away to Johanna;FALSE
k20r2;ZF;F;06.11.2007;2;;g6r1;p14b-r16;09.06.2008;Given away;Given away to Johanna on 09.06.08;FALSE
k20r4;ZF;;12.03.2008;3;;silver15;o8p-y8;21.08.2008;NE;euthanized;FALSE
k20r4-b;ZF;F;17.06.2008;2;;o20o;r16o-r11;21.08.2008;NE;euthanized, There is another female k20r4 in the database .. - Michael 21.8.2008;FALSE
k20r6;ZF;M;21.11.2008;3;;y16p-s2;blue2;01.02.2009;NE;found dead in KM.;FALSE
k20r8;ZF;F;29.08.2009;4;FJ7;r7p1;p13r5;;;isolated female. Alessandro;TRUE
k2r1;ZF;M;09.08.2007;4;;g8r1;b7br-b3k;23.04.2008;End of Exp.;;FALSE
